,Seatpost LENGTH,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,FORK0R,BB diameter,ttd,dtd,csd,std,htd,ssd,Chain stay position on BB,SSTopZOFFSET,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,Wheel diameter front,RDBSD,Wheel diameter rear,FDBSD,BB length,Wheel cut,BELTorCHAIN,Number of cogs,Number of chainrings,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,SPOKES composite front,SPOKES composite rear,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,MATERIAL OHCLASS: ALUMINIUM,MATERIAL OHCLASS: STEEL,MATERIAL OHCLASS: TITANIUM,Head tube type OHCLASS: 0,Head tube type OHCLASS: 1,Head tube type OHCLASS: 2,Head tube type OHCLASS: 3,Down tube type OHCLASS: 0,Down tube type OHCLASS: 1,Down tube type OHCLASS: 2,RIM_STYLE front OHCLASS: DISC,RIM_STYLE front OHCLASS: SPOKED,RIM_STYLE front OHCLASS: TRISPOKE,RIM_STYLE rear OHCLASS: DISC,RIM_STYLE rear OHCLASS: SPOKED,RIM_STYLE rear OHCLASS: TRISPOKE,Handlebar style OHCLASS: 0,Handlebar style OHCLASS: 1,Handlebar style OHCLASS: 2,Stem kind OHCLASS: 0,Stem kind OHCLASS: 1,Stem kind OHCLASS: 2,Fork type OHCLASS: 0,Fork type OHCLASS: 1,Fork type OHCLASS: 2,Seat tube type OHCLASS: 0,Seat tube type OHCLASS: 1,Seat tube type OHCLASS: 2
88,400.0,447.5,60.0,585.2306,71.0,125.0,72.0,505.0,73.5,717.60864,45.0,35.0,30.0,36.0,20.95,30.2,40.0,18.05,15.0,11.2,20.0,65.0,60.5,330.0,350.0,16.0,18.0,0.0,0.0,135.0,2.2975874,1.4287926,1.4219341,0.7966683,1.4939479,1.02491,1.5031234,736.0,114.0,736.0,114.0,100.0,692.0,1.0,8.0,1.0,0.0,51.0,51.0,1.0,1.0,80.0,80.0,278.0,735.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1291,300.0,480.0,60.0,721.66895,71.0,204.3,45.0,633.6,71.0,743.9043,45.0,38.1,31.8,34.9,20.45,30.2,37.0,15.0,15.0,9.0,36.0,53.6,48.0,330.0,300.0,16.0,18.0,0.0,0.0,170.0,1.7400702,1.2653769,1.2907966,0.6908411,0.6475258,0.98252,1.09549,742.0,183.0,742.0,183.0,68.0,692.0,1.0,8.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,875.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
459,300.0,360.0,30.0,569.14154,74.0,180.0,150.0,580.0,74.0,609.07007,25.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,37.6,46.9,47.8,330.0,350.0,16.0,18.0,0.0,0.0,135.0,1.432218,0.75366735,0.6655321,0.49746576,0.9975609,1.2763743,0.5867154,630.0,90.0,630.0,90.0,68.0,692.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,800.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
678,300.0,405.0,70.0,517.03217,73.0,145.0,45.0,544.4,74.0,620.3762,45.0,80.0,31.8,100.0,30.925,80.0,45.0,15.0,15.0,9.0,34.0,78.4,76.9,330.0,300.0,16.0,18.0,0.0,0.0,120.0,1.5250916,1.2794546,1.0612845,0.57004744,1.0639663,1.5340123,0.85760874,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,102.0,255.0,102.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4643,457.0,436.0,63.99522,569.7991,65.03041,120.0,65.0,480.0,76.03041,779.38776,45.0,40.0,34.9,36.5,19.775,31.8,50.0,15.5,15.0,9.0,30.0,55.0,50.0,330.0,300.0,16.0,18.0,0.0,1.0,135.0,3.0731997,1.2080932,1.1841224,1.5284649,1.6534328,1.3105823,0.89283425,745.0,123.0,745.0,123.0,73.0,692.0,1.0,0.0,0.0,204.0,0.0,0.0,1.0,1.0,80.0,80.0,280.0,790.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4249,300.0,425.0,39.99991,562.2956,71.5,125.7,65.0,483.0,73.000984,684.66205,45.0,40.0,34.9,47.95,19.45,29.3,41.3,17.25,15.0,12.3,15.0,50.0,50.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,0.980718,0.50572765,0.80500674,0.5555349,0.7050265,0.5993155,0.6038673,628.0,69.0,628.0,69.0,68.0,692.0,1.0,8.0,2.0,153.0,204.0,255.0,1.0,1.0,80.0,80.0,275.0,718.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3282,300.0,405.0,70.0,514.57416,71.5,93.1,50.0,567.6,72.0,629.83356,0.0,40.0,25.4,60.0,20.25,31.8,45.0,18.5,15.0,9.0,42.2,42.6,61.3,330.0,350.0,16.0,18.0,0.0,0.0,120.0,3.1315045,0.97491866,1.1392875,1.0692952,1.5937688,1.1313791,0.83212185,674.0,52.0,674.0,52.0,70.0,692.0,1.0,0.0,0.0,204.0,255.0,255.0,3.0,1.0,40.0,80.0,278.0,700.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4384,330.0,415.0,60.0,673.8014,74.0,220.4,60.0,687.0,74.0,689.3981,50.0,40.0,31.8,36.5,20.45,30.2,40.0,15.0,15.0,9.0,32.3,47.0,46.4,330.0,350.0,16.0,18.0,1.0,1.0,120.0,1.091429,0.7830904,0.5534307,0.39833203,0.6331602,0.61005497,0.5475535,700.0,78.0,700.0,78.0,68.0,692.0,1.0,0.0,0.0,255.0,204.0,204.0,1.0,1.0,80.0,80.0,298.0,845.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3022,300.0,405.0,50.0,524.15094,76.0,115.7,125.0,525.0,74.00051,608.2809,50.0,40.0,40.0,70.0,21.95,30.2,41.3,17.5,15.0,9.0,40.0,20.0,42.0,330.0,350.0,16.0,18.0,0.0,1.0,120.0,1.3159555,0.31711182,0.4717595,0.22403742,0.43741503,0.2427665,0.36874288,670.0,48.0,670.0,48.0,68.0,692.0,1.0,0.0,0.0,255.0,0.0,0.0,1.0,1.0,80.0,80.0,275.0,750.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3628,300.0,445.0,30.0,535.07745,72.5,102.0,45.0,525.0,73.5,642.91614,45.0,42.75,27.6,32.2,18.4375,29.1,37.25,15.1,15.0,9.0,30.0,45.0,35.0,330.0,260.0,16.0,18.0,1.0,1.0,120.0,1.3474145,0.7613514,2.1373546,1.0359973,1.6348463,0.79207563,1.0908073,635.0,76.0,635.0,76.0,73.0,692.0,1.0,0.0,1.0,0.0,153.0,255.0,1.0,1.0,80.0,80.0,298.0,705.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2097,300.0,400.0,37.0,532.13434,73.0,125.0,45.0,555.2,74.0,584.3696,45.0,40.0,40.0,65.0,20.45,30.2,45.0,15.0,15.0,9.0,40.0,65.2,49.6,330.0,350.0,16.0,18.0,0.0,0.0,120.0,3.4372165,1.1871845,1.8405974,1.6420525,1.8928236,1.6265502,1.6869322,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,0.0,255.0,255.0,1.0,1.0,80.0,80.0,265.0,718.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3563,330.0,415.0,67.0,562.8061,72.0,119.7,45.0,490.0,74.0,638.049,45.0,40.0,31.8,36.5,20.45,31.8,45.0,15.0,15.0,9.0,29.6,49.1,49.1,330.0,350.0,16.0,18.0,1.0,1.0,130.0,0.6719796,0.28583834,0.23393847,0.12952285,0.44613558,0.18029839,0.32155994,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,718.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1504,100.0,411.0,62.557865,561.5508,72.66341,110.0,35.0,360.0,76.66341,635.70905,28.0,40.0,40.0,40.0,25.525,32.0,48.0,21.25,15.0,9.0,18.0,35.0,62.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,3.1822464,1.66097,1.4207035,0.8289494,2.2255642,1.3439566,2.1657658,670.0,111.0,670.0,111.0,68.0,692.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,210.0,450.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
614,300.0,425.0,75.0,639.28217,72.0,170.0,45.0,575.0,73.5,672.63776,45.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,35.3,48.4,49.4,330.0,300.0,16.0,18.0,0.0,0.0,130.0,0.6834409,0.37531847,0.5487105,0.6315617,0.76275724,0.48586717,0.32996365,674.0,52.0,674.0,52.0,68.0,692.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,739.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
441,300.0,425.0,25.0,614.3648,70.7,180.0,40.0,580.0,72.3,675.55585,45.0,40.0,31.8,33.0,20.45,31.8,40.0,15.0,15.0,9.0,25.0,40.0,25.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.0141356,0.5151565,0.54639924,0.6238489,0.5066216,0.43197554,0.43517727,670.0,111.0,670.0,111.0,68.0,692.0,1.0,0.0,0.0,0.0,0.0,51.0,1.0,1.0,80.0,80.0,278.0,770.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1850,300.0,419.0,40.0,592.68384,71.0,110.2,45.0,457.0,73.0,695.7933,30.0,40.0,31.0,38.0,19.025,31.0,45.0,15.0,15.0,9.0,34.4,90.0,46.9,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2.5153456,0.35020033,0.620099,0.6286377,0.8290898,0.49139628,0.3630402,670.0,111.0,670.0,111.0,68.0,705.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,786.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2877,300.0,380.0,33.0,487.77933,76.5,96.0,20.0,575.0,76.5,611.5416,25.0,40.0,28.6,28.6,17.825,28.6,31.8,14.25,15.0,9.0,28.0,15.0,29.9,330.0,350.0,16.0,18.0,1.0,0.0,130.0,2.2930408,1.6806439,1.1229442,1.2540969,1.2993203,0.86755174,0.9951004,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,255.0,255.0,255.0,3.0,1.0,40.0,80.0,270.0,720.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2328,300.0,405.0,69.0,581.32574,73.5,160.0,50.0,530.0,72.5,638.76355,45.0,40.0,31.8,54.9,23.025,35.0,45.0,15.0,15.0,9.0,34.0,40.0,55.1,330.0,350.0,16.0,18.0,0.0,0.0,130.0,0.9950444,0.84461516,1.2204897,1.0952682,0.797369,0.38008142,0.50791734,674.0,52.0,674.0,52.0,68.0,692.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,275.0,750.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4277,250.0,425.0,60.0,588.6012,74.0,122.0,60.0,528.4,75.0,681.30505,45.0,43.95,40.275,45.175,23.1,34.95,40.2,20.75,5.0,17.5,27.4,58.4,53.0,330.0,350.0,16.0,18.0,0.0,0.0,135.0,1.5659487,0.896375,0.7666841,1.3406065,1.4795386,1.0703101,0.7992698,628.0,69.0,628.0,69.0,70.0,692.0,1.0,7.0,1.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,275.0,705.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
409,300.0,385.0,70.0,591.4846,72.0,145.0,175.0,649.0,77.0,639.52264,45.0,40.0,25.8,32.5,20.45,28.7,35.0,15.0,15.0,9.0,34.0,49.0,49.9,330.0,350.0,16.0,18.0,0.0,0.0,130.0,3.3292155,1.3965414,1.4000217,1.9385163,4.364402,2.5730774,1.861783,674.0,52.0,674.0,52.0,68.0,692.0,1.0,7.0,0.0,0.0,102.0,255.0,1.0,1.0,80.0,80.0,235.0,828.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4712,330.0,405.0,70.0,590.0036,73.5,150.1,45.0,582.2,72.5,636.22864,43.0,40.0,31.8,36.5,20.45,31.8,45.0,15.0,15.0,9.0,31.9,47.2,50.5,330.0,350.0,16.0,18.0,1.0,1.0,130.0,3.3895514,1.029442,1.1908766,1.6272597,1.952306,1.7367992,1.1333185,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2037,200.0,405.0,70.0,461.45337,74.0,140.1,170.0,517.6,90.0,572.0904,40.0,40.0,28.6,34.9,20.45,30.2,45.0,15.0,15.0,9.0,37.8,51.6,46.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,0.7885418,0.29841238,0.7554649,0.37375534,0.89322877,0.8759567,0.63681936,609.0,50.0,750.0,50.0,68.0,692.0,1.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,270.0,718.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1247,300.0,407.0,67.0,598.031,70.5,158.0,45.0,533.7,75.0,628.1575,47.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,36.0,48.7,48.6,330.0,300.0,16.0,18.0,0.0,0.0,130.0,5.8031993,2.872604,6.443254,3.2383482,3.737094,3.4895852,2.2810996,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
685,300.0,405.0,32.0,558.57355,72.0,138.6,45.0,552.0,74.0,653.1529,35.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,39.0,32.0,45.7,330.0,300.0,16.0,18.0,0.0,0.0,130.0,4.959532,3.3241334,2.7279603,7.1065817,2.613681,4.7181444,1.5827647,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
607,300.0,375.0,50.0,562.25977,74.0,145.0,45.0,575.0,74.5,615.7639,45.0,40.0,31.8,34.9,19.025,30.2,45.0,15.0,15.0,9.0,34.4,75.0,46.9,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2.3906765,0.72306347,1.3111744,0.8953865,0.8331543,0.67114276,1.0867965,670.0,111.0,670.0,111.0,68.0,692.0,1.0,0.0,0.0,153.0,153.0,153.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4412,330.0,395.0,50.0,627.94525,74.0,232.9,140.0,621.8,74.0,648.39996,35.0,50.8,31.8,42.0,19.575,33.0,46.4,15.625,15.0,9.0,33.2,21.8,48.3,330.0,350.0,16.0,18.0,1.0,1.0,120.0,0.59682757,0.34003878,0.3914899,0.1890996,0.36357075,0.62625784,0.22252662,672.0,50.0,672.0,50.0,68.0,692.0,1.0,0.0,0.0,153.0,0.0,153.0,1.0,1.0,80.0,80.0,298.0,845.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4013,330.0,409.0,72.0,593.613,73.0,168.8,55.0,535.0,73.0,641.90894,43.0,40.0,31.8,44.05,20.45,31.8,41.0,15.0,15.0,9.0,34.6,48.4,46.5,330.0,350.0,16.0,18.0,1.0,1.0,130.0,4.06757,1.5950408,1.7767546,1.8326546,2.730965,1.5557326,1.873634,676.0,54.0,676.0,54.0,68.0,692.0,1.0,10.0,1.0,205.0,194.0,172.0,1.0,1.0,80.0,80.0,275.0,795.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1285,300.0,400.0,50.0,556.97284,74.0,98.5,140.0,549.0,74.0,630.8249,45.0,40.0,31.0,54.9,18.775,30.2,45.0,20.0,10.0,9.0,46.1,9.0,35.6,330.0,300.0,16.0,18.0,0.0,0.0,120.0,1.3091378,0.7303091,1.0199351,0.5833878,0.99817455,0.5684224,0.4659782,674.0,52.0,674.0,52.0,68.0,690.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2683,400.0,440.0,58.0,635.1396,71.0,100.0,80.0,485.0,73.0,727.88306,45.0,40.0,25.4,28.6,20.45,28.6,41.3,15.0,15.0,9.0,25.4,52.7,46.5,330.0,350.0,16.0,18.0,0.0,0.0,135.0,1.2305946,0.4154393,0.5133202,0.41295254,0.58392376,0.31616694,0.47860935,736.0,114.0,736.0,114.0,68.0,692.0,1.0,0.0,0.0,51.0,49.0,16.0,1.0,1.0,80.0,80.0,278.0,720.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4796,320.0,410.0,75.0,589.23315,72.5,145.0,125.0,520.0,74.0,638.39355,45.0,40.0,31.8,50.0,20.275,31.8,45.0,14.5,15.0,9.0,24.7,38.9,48.6,330.0,350.0,16.0,18.0,1.0,1.0,135.0,2.5390975,1.3950284,1.064669,1.0321603,1.0234944,0.94998634,0.8558369,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,0.0,0.0,0.0,151.0,1.0,1.0,80.0,80.0,275.0,710.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2148,200.0,365.0,45.0,529.57837,77.0,123.7,37.5,649.4,77.0,649.2625,17.0,40.0,50.0,55.5,27.025,0.0,37.0,7.5,15.0,9.0,45.6,42.4,55.8,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.2785742,0.4214819,0.8051249,0.502119,0.5838749,0.50146455,0.6539994,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,255.0,204.0,153.0,3.0,1.0,40.0,80.0,267.5,730.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4657,440.0,430.0,60.0,575.082,66.5,130.9,50.0,510.0,74.0,765.0919,45.0,40.0,31.8,36.5,18.175,32.7,50.0,15.0,15.0,9.0,33.1,61.6,47.3,330.0,350.0,10.0,18.0,0.0,0.0,142.0,2.208477,0.787952,1.4651345,0.64776134,0.58941823,1.0736809,0.37182245,750.0,128.0,750.0,128.0,73.0,692.0,1.0,11.0,0.0,102.0,102.0,0.0,1.0,1.0,80.0,80.0,278.0,805.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
930,300.0,425.0,70.0,585.6574,71.5,140.0,45.0,416.7,72.5,652.86194,45.0,40.0,34.6,42.0,20.45,30.2,45.0,15.0,15.0,9.0,35.2,56.7,56.5,330.0,300.0,16.0,18.0,0.0,0.0,170.0,7.1287885,2.5493038,5.1596713,0.99676,2.358973,2.266755,2.1806705,674.0,132.0,674.0,132.0,100.0,692.0,1.0,8.0,0.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,278.0,718.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3279,300.0,408.0,58.0,564.32025,71.0,145.0,45.0,492.4,73.0,581.32196,45.0,40.0,38.8,39.0,20.45,32.2,41.3,15.0,15.0,9.0,37.7,52.4,50.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.8151085,0.7636134,0.9040795,1.249102,0.6137701,1.2335894,1.201381,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,153.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,708.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2347,300.0,390.0,55.0,579.6646,76.0,160.7,62.0,590.0,75.0,640.0849,35.0,40.0,30.0,34.0,20.45,30.0,37.0,15.0,15.0,9.0,32.4,40.0,44.4,330.0,350.0,16.0,18.0,1.0,0.0,120.0,2.3213804,0.74898183,1.1514579,1.652256,1.42758,0.8760643,1.6632025,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,153.0,0.0,153.0,1.0,1.0,80.0,80.0,290.0,818.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2942,330.0,433.18,60.0,621.1808,71.0,182.6,55.0,537.6,73.5,647.5906,50.0,40.0,28.6,31.8,20.45,30.2,37.0,14.75,15.0,9.0,37.4,57.6,42.9,330.0,300.0,16.0,18.0,0.0,0.0,135.0,1.6923885,0.8237191,1.1103272,1.356982,0.8302468,0.9013459,0.7711834,670.0,86.0,670.0,86.0,68.0,692.0,1.0,9.0,1.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,730.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2516,300.0,380.0,50.0,540.7487,73.0,130.0,270.0,705.0,74.0,609.17285,30.0,40.0,30.0,74.0,20.45,30.2,45.0,21.0,15.0,9.0,32.2,125.0,36.6,330.0,350.0,16.0,18.0,0.0,1.0,120.0,0.71693945,0.33457723,0.49968356,0.24779,0.5268938,0.53336984,0.40235087,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,255.0,0.0,0.0,1.0,1.0,80.0,80.0,270.0,759.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
